date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_5,SMA_20,SMA_50,EMA_12,EMA_26,MACD,MACD_Signal,MACD_Histogram,RSI,BB_Middle,BB_Upper,BB_Lower,Price_Change,Price_Change_5d,Price_Change_20d,Volatility,Volume_SMA,Volume_Ratio,Year,Month,Day,DayOfWeek,Quarter,Close_Lag1,Close_Lag5,Close_Lag20,Close_Rolling_Mean_5,Close_Rolling_Std_5,Close_Rolling_Min_5,Close_Rolling_Max_5
2023-01-03 00:00:00-05:00,238.23924481140818,240.85607195731004,232.6723500003931,234.80894470214844,25740000,0.0,0.0,,,,234.80894470214844,234.80894470214844,0.0,0.0,0.0,,,,,,,,,,,2023,1,3,1,1,,,,,,,
2023-01-04 00:00:00-05:00,227.65433977112923,228.23258683276063,221.46020498304858,224.5376739501953,50623400,0.0,0.0,,,,229.24533971150717,229.4757848886343,-0.2304451771271374,-0.12802509840396523,-0.10242007872317219,,,,,-0.043743098309061756,,,,,,2023,1,4,2,1,234.80894470214844,,,,,,
2023-01-05 00:00:00-05:00,222.67549253701173,223.01852855170435,217.3438233498918,217.88287353515625,39585600,0.0,0.0,,,,224.81056653875126,225.31056439741425,-0.4999978586629936,-0.2804729509691407,-0.2195249076938529,,,,,-0.029637789943950166,,,,,,2023,1,5,3,1,224.5376739501953,,,,,,
2023-01-06 00:00:00-05:00,218.55912524866,221.26415657200155,214.98181819404755,220.45068359375,43613600,0.0,0.0,,,,223.4343218792444,223.95195409945774,-0.5176322202133292,-0.360811456810668,-0.1568207634026612,,,,,0.011785277185539789,,,,,,2023,1,6,4,1,217.88287353515625,,,,,,
2023-01-09 00:00:00-05:00,221.94045116895674,226.63507104923917,221.90125431275155,222.59710693359375,27369800,0.0,0.0,224.05545654296876,,,223.20685357069777,223.63775945349275,-0.4309058827949741,-0.38166296382646586,-0.04924291896850824,,,,,0.00973652385582624,,,,,,2023,1,9,0,1,220.45068359375,,,224.05545654296876,6.50176887093753,217.88287353515625,234.80894470214844
2023-01-10 00:00:00-05:00,223.22434339433113,226.70365108395583,222.80291366553493,224.2926483154297,27033900,0.0,0.0,221.952197265625,,,223.47075881711686,223.7689284693325,-0.2981696522156483,-0.3590316342416099,0.0608619820259616,,,,,0.007617086336803913,-0.04478660896014208,,,,,2023,1,10,1,1,222.59710693359375,234.80894470214844,,221.952197265625,2.801439282449822,217.88287353515625,224.5376739501953
2023-01-11 00:00:00-05:00,226.68404899775695,231.2512526344681,226.5076407236404,231.07484436035156,28669300,0.0,0.0,223.25963134765624,,,225.16758390142445,225.06824773768622,0.09933616373822929,-0.24303097271304724,0.34236713645127653,,,,,0.030238155801628697,0.029113913470067754,,,,,2023,1,11,2,1,224.2926483154297,224.5376739501953,,223.25963134765624,4.9845593874281855,217.88287353515625,231.07484436035156
2023-01-12 00:00:00-05:00,230.57497512258234,235.1225725416833,228.9088322882637,233.76025390625,27269500,0.0,0.0,226.435107421875,,,226.96074169169668,226.4687453048022,0.49199638689447056,-0.06639007600679966,0.5583864629012703,,,,,0.011621384202733287,0.07287117208196658,,,,,2023,1,12,3,1,231.07484436035156,217.88287353515625,,226.435107421875,5.707859432424811,220.45068359375,233.76025390625
2023-01-13 00:00:00-05:00,232.28033992727597,234.60313854097345,230.2417596219311,234.46592712402344,21333300,0.0,0.0,229.2381561279297,,,228.4455345020816,227.65410321203973,0.791431290041885,0.13177091522418838,0.6596603748176966,,,,,0.0030187904315694958,0.0635754142459406,,,,,2023,1,13,4,1,233.76025390625,220.45068359375,,229.2381561279297,5.470693820085677,222.59710693359375,234.46592712402344
2023-01-17 00:00:00-05:00,233.23098993415692,236.11244421957366,232.36850975214904,235.5635986328125,29831300,0.0,0.0,231.83145446777343,,,229.79440488845935,228.74553659945605,1.048868289003309,0.33725396438019806,0.7116143246231109,,,,,0.00468158219086745,0.05825094439833389,,,,,2023,1,17,1,1,234.46592712402344,222.59710693359375,,231.83145446777343,4.5275730412744535,224.2926483154297,235.5635986328125
