date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-01-03 00:00:00-05:00,89.05589865844571,90.50720142957682,87.99227784940533,88.58870697021484,28131200,0.0,0.0
2023-01-04 00:00:00-05:00,89.81137270362576,90.10958727306334,86.74973244852455,87.5549087524414,34854800,0.0,0.0
2023-01-05 00:00:00-05:00,86.94854453006714,87.04794685839362,85.38790446521591,85.68611145019531,27194400,0.0,0.0
2023-01-06 00:00:00-05:00,86.27258888046856,87.16722490783211,84.35409457108759,86.81930541992188,41381500,0.0,0.0
2023-01-09 00:00:00-05:00,87.83323150806754,89.51315879032069,87.33621232007889,87.49525451660156,29003900,0.0,0.0
2023-01-10 00:00:00-05:00,85.46742707274271,88.1413852775039,85.31831979229013,87.89287567138672,30467800,0.0,0.0
2023-01-11 00:00:00-05:00,88.6483419812014,91.0539130121548,88.47935727874264,90.9743881225586,26862000,0.0,0.0
2023-01-12 00:00:00-05:00,90.93463520167036,91.32230956683387,89.2149454510414,90.58671569824219,30258100,0.0,0.0
2023-01-13 00:00:00-05:00,90.30839060576042,91.64040605676044,89.59268171673492,91.5708236694336,26329200,0.0,0.0
2023-01-17 00:00:00-05:00,91.51117191070365,91.70004163197335,89.51316020385387,90.74576568603516,32602400,0.0,0.0
2023-01-18 00:00:00-05:00,91.59070577790615,92.24677482098227,90.09964804427332,90.57678985595703,29116700,0.0,0.0
2023-01-19 00:00:00-05:00,90.17917351966757,93.05194416477383,90.08970611144387,92.49528503417969,37000400,0.0,0.0
2023-01-20 00:00:00-05:00,94.53305558762652,97.71398319511445,94.45353069105923,97.4356460571289,63191100,0.0,0.0
2023-01-23 00:00:00-05:00,97.36606416611731,99.44360849206205,96.91874989248586,99.19509887695312,40005100,0.0,0.0
2023-01-24 00:00:00-05:00,97.51517060845472,99.01617079422424,96.62053448501887,97.1175537109375,33078500,0.0,0.0
2023-01-25 00:00:00-05:00,95.00024803815968,95.5867346282462,93.20104099030006,94.65233612060547,42330000,0.0,0.0
2023-01-26 00:00:00-05:00,95.92469813938057,96.98831884130017,94.81137248776234,96.93861389160156,30114000,0.0,0.0
2023-01-27 00:00:00-05:00,96.72987879276118,99.72193663993366,96.72987879276118,98.77760314941406,33879800,0.0,0.0
2023-01-30 00:00:00-05:00,96.89886507284024,97.70403373755718,95.82530179727696,96.3620834350586,27226200,0.0,0.0
2023-01-31 00:00:00-05:00,96.29250596289785,98.2905177575421,96.24280100756562,98.2507553100586,29870700,0.0,0.0
2023-02-01 00:00:00-05:00,98.1215286935083,100.58674724081183,96.99826804156612,99.8312759399414,35531100,0.0,0.0
2023-02-02 00:00:00-05:00,105.16926507055616,107.20703922697543,104.9803953489312,107.09769439697266,69883800,0.0,0.0
2023-02-03 00:00:00-05:00,102.31637258300907,107.16727723378527,101.96846066058136,104.15534210205078,65309300,0.0,0.0
2023-02-06 00:00:00-05:00,101.78954082369671,103.73785531442373,101.27263657241325,102.28656005859375,31999600,0.0,0.0
2023-02-07 00:00:00-05:00,102.60463586366357,107.53506498522754,102.50523354916274,106.99828338623047,49010200,0.0,0.0
2023-02-08 00:00:00-05:00,101.44162648913434,102.52512475543763,97.45553019555744,98.77760314941406,94743500,0.0,0.0
2023-02-09 00:00:00-05:00,99.40384566123063,99.43366560150315,93.07181796240208,94.44359588623047,119455000,0.0,0.0
2023-02-10 00:00:00-05:00,94.88096908134916,96.17322212800329,93.68812594898512,94.00621795654297,54980700,0.0,0.0
2023-02-13 00:00:00-05:00,94.17520463462732,94.63246143100434,93.28056847479755,94.04598236083984,50076100,0.0,0.0
2023-02-14 00:00:00-05:00,93.86705282200347,94.28454715835977,91.70999116691762,94.11556243896484,54726100,0.0,0.0
2023-02-15 00:00:00-05:00,93.92668484231352,96.54101064765247,93.58871543180898,96.3620834350586,50169000,0.0,0.0
2023-02-16 00:00:00-05:00,94.80144040094763,97.09766656819714,94.1751913852172,94.94060516357422,42462600,0.0,0.0
2023-02-17 00:00:00-05:00,94.28454823127782,94.99031464141002,92.65432573217295,93.78752899169922,34284100,0.0,0.0
2023-02-21 00:00:00-05:00,92.44557583642192,92.54497816462502,91.17320783403466,91.24279022216797,33629300,0.0,0.0
2023-02-22 00:00:00-05:00,91.1533198070276,91.56087919828258,90.06982157275489,91.10362243652344,30884000,0.0,0.0
2023-02-23 00:00:00-05:00,91.37200281273134,91.39188782661273,89.2248839320938,90.34814453125,41206400,0.0,0.0
2023-02-24 00:00:00-05:00,88.90680516090228,89.35411944878571,88.05193145097732,88.59864807128906,36585100,0.0,0.0
2023-02-27 00:00:00-05:00,89.33423614501953,89.62250819885539,88.80738940834006,89.33423614501953,27502300,0.0,0.0
