date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_5,SMA_20,SMA_50,EMA_12,EMA_26,MACD,MACD_Signal,MACD_Histogram,RSI,BB_Middle,BB_Upper,BB_Lower,Price_Change,Price_Change_5d,Price_Change_20d,Volatility,Volume_SMA,Volume_Ratio,Year,Month,Day,DayOfWeek,Quarter,Close_Lag1,Close_Lag5,Close_Lag20,Close_Rolling_Mean_5,Close_Rolling_Std_5,Close_Rolling_Min_5,Close_Rolling_Max_5
2023-01-03 00:00:00-05:00,128.6139854814398,129.22605213593528,122.58211921528644,123.47061157226562,112117500,0.0,0.0,,,,123.47061157226562,123.47061157226562,0.0,0.0,0.0,,,,,,,,,,,2023,1,3,1,1,,,,,,,
2023-01-04 00:00:00-05:00,125.26733126729889,127.0147007417209,123.48047994051213,124.74411010742188,89113600,0.0,0.0,,,,124.1604232788086,124.13185119628906,0.02857208251953125,0.015873379177517362,0.012698703342013888,,,,,0.010314183423404177,,,,,,2023,1,4,2,1,123.47061157226562,,,,,,
2023-01-05 00:00:00-05:00,125.50425193872219,126.1360669813903,123.16456444790818,123.42123413085938,80962700,0.0,0.0,,,,123.87191758365057,123.87653338421502,-0.004615800564451433,0.007476174365235068,-0.012091974929686502,,,,,-0.010604716931511438,,,,,,2023,1,5,3,1,124.74411010742188,,,,,,
2023-01-06 00:00:00-05:00,124.39862621330377,128.62388619447051,123.29294570645555,127.96245574951172,87754700,0.0,0.0,,,,125.1631406225007,125.01877872446236,0.14436189803834054,0.05384667696452553,0.09051522107381502,,,,,0.03679449205504981,,,,,,2023,1,6,4,1,123.42123413085938,,,,,,
2023-01-09 00:00:00-05:00,128.80155656407595,131.70396238313268,128.22897177101316,128.4856414794922,70790800,0.0,0.0,125.61681060791015,,,126.0658522308048,125.82275849677218,0.24309373403261247,0.11014339789149093,0.13295033614112156,,,,,0.004088587757370199,,,,,,2023,1,9,0,1,127.96245574951172,,,125.61681060791015,2.4454332045055884,123.42123413085938,128.4856414794922
2023-01-10 00:00:00-05:00,128.59426707667564,129.58147936363704,126.48163338512475,129.05825805664062,63896200,0.0,0.0,126.73433990478516,,,126.79316427636839,126.47080325319509,0.3223610231733005,0.16766617341457662,0.15469484975872388,,,,,0.004456658118018764,0.045254870071690156,,,,,2023,1,10,1,1,128.4856414794922,123.47061157226562,,126.73433990478516,2.4956765528457487,123.42123413085938,129.05825805664062
2023-01-11 00:00:00-05:00,129.57159828407498,131.80269238208612,128.79170729193848,131.782958984375,69458900,0.0,0.0,128.1421096801758,,,127.90661950750052,127.4155426125001,0.4910768950004183,0.24951279923500022,0.24156409576541807,,,,,0.021112178087345335,0.056426302379260385,,,,,2023,1,11,2,1,129.05825805664062,124.74411010742188,,128.1421096801758,3.022088147608585,123.42123413085938,131.782958984375
2023-01-12 00:00:00-05:00,132.1679704181571,132.54310080025633,129.75917030810112,131.7039794921875,71379600,0.0,0.0,129.7986587524414,,,128.69907000719218,128.10651605410376,0.5925539530884123,0.33195203939630313,0.26060191369210917,,,,,-0.0005993149098804107,0.06710956521911138,,,,,2023,1,12,3,1,131.782958984375,123.42123413085938,,129.7986587524414,1.817384353207342,127.96245574951172,131.782958984375
2023-01-13 00:00:00-05:00,130.34162751784612,133.194670216135,129.97636381873417,133.03671264648438,57809700,0.0,0.0,130.81351013183593,,,129.55721011084628,128.83727942138992,0.719930689456362,0.42157703233218496,0.298353657124177,,,,,0.010119156303670662,0.039654263176267746,,,,,2023,1,13,4,1,131.7039794921875,127.96245574951172,,130.81351013183593,1.9477729905327401,128.4856414794922,133.03671264648438
2023-01-17 00:00:00-05:00,133.10580835372033,135.53434166770566,132.4147629011091,134.2016143798828,63646600,0.0,0.0,131.95670471191406,,,130.437322914807,129.57750543626403,0.8598174785429649,0.5197683321063894,0.34004914643657547,,,,,0.00875624262074104,0.044487250361768815,,,,,2023,1,17,1,1,133.03671264648438,128.4856414794922,,131.95670471191406,1.9170998398664605,129.05825805664062,134.2016143798828
