date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_5,SMA_20,SMA_50,EMA_12,EMA_26,MACD,MACD_Signal,MACD_Histogram,RSI,BB_Middle,BB_Upper,BB_Lower,Price_Change,Price_Change_5d,Price_Change_20d,Volatility,Volume_SMA,Volume_Ratio,Year,Month,Day,DayOfWeek,Quarter,Close_Lag1,Close_Lag5,Close_Lag20,Close_Rolling_Mean_5,Close_Rolling_Std_5,Close_Rolling_Min_5,Close_Rolling_Max_5
2023-01-03 00:00:00-05:00,238.23924481140818,240.85607195731004,232.6723500003931,234.80894470214844,25740000,0.0,0.0,,,,234.80894470214844,234.80894470214844,0.0,0.0,0.0,,,,,,,,,,,2023,1,3,1,1,,,,,,,
2023-01-04 00:00:00-05:00,227.65432430054253,228.2325713228783,221.46018993339348,224.53765869140625,50623400,0.0,0.0,,,,229.24533144632974,229.47577696580151,-0.23044551947177183,-0.1280252885954288,-0.10242023087634303,,,,,-0.04374316329291095,,,,,,2023,1,4,2,1,234.80894470214844,,,,,,
2023-01-05 00:00:00-05:00,222.67547694258565,223.01851293325473,217.34380812885354,217.8828582763672,39585600,0.0,0.0,,,,224.81055554396562,225.31055383884362,-0.4999982948779973,-0.28047324198992407,-0.21952505288807322,,,,,-0.02963779195803007,,,,,,2023,1,5,3,1,224.53765869140625,,,,,,
2023-01-06 00:00:00-05:00,218.55914037652232,221.26417188709627,214.9818330743018,220.45069885253906,43613600,0.0,0.0,,,,223.43431917168627,223.95195075829264,-0.5176315866063703,-0.36081143461067144,-0.15682015199569888,,,,,0.011785418075040965,,,,,,2023,1,6,4,1,217.8828582763672,,,,,,
2023-01-09 00:00:00-05:00,221.9404207414047,226.63503997806498,221.9012238905733,222.59707641601562,27369800,0.0,0.0,224.05544738769532,,,223.20684330725663,223.63774981000537,-0.43090650274874065,-0.38166313265269586,-0.04924337009604479,,,,,0.009736315532899775,,,,,,2023,1,9,0,1,220.45069885253906,,,224.05544738769532,6.50177180588901,217.8828582763672,234.80894470214844
2023-01-10 00:00:00-05:00,223.22434339433113,226.70365108395583,222.80291366553493,224.2926483154297,27033900,0.0,0.0,221.95218811035156,,,223.47075104823188,223.76892075735876,-0.29816970912688134,-0.3590317727326533,0.060862063605771954,,,,,0.0076172244789287635,-0.04478660896014208,,,,,2023,1,10,1,1,222.59707641601562,234.80894470214844,,221.95218811035156,2.801437502110205,217.8828582763672,224.53765869140625
2023-01-11 00:00:00-05:00,226.68400409121466,231.2512068231541,226.50759585204494,231.07479858398438,28669300,0.0,0.0,223.25961608886718,,,225.16756765130282,225.0682332561574,0.0993343951454051,-0.2430315237393642,0.3423659188847693,,,,,0.030237951709485955,0.02911377953558536,,,,,2023,1,11,2,1,224.2926483154297,224.53765869140625,,223.25961608886718,4.984544423666684,217.8828582763672,231.07479858398438
2023-01-12 00:00:00-05:00,230.57497512258234,235.1225725416833,228.9088322882637,233.76025390625,27269500,0.0,0.0,226.43509521484376,,,226.96072883272498,226.4687331566065,0.49199567611847783,-0.06639066542396782,0.5583863415424457,,,,,0.011621584606897661,0.07287124721736293,,,,,2023,1,12,3,1,231.07479858398438,217.8828582763672,,226.43509521484376,5.7078512604576614,220.45069885253906,233.76025390625
2023-01-13 00:00:00-05:00,232.2803248107226,234.60312327325482,230.2417446380463,234.46591186523438,21333300,0.0,0.0,229.2381378173828,,,228.44552116834063,227.65409060278577,0.7914305655548617,0.13177029460521358,0.6596602709496481,,,,,0.003018725156190838,0.06357527141281683,,,,,2023,1,13,4,1,233.76025390625,220.45069885253906,,229.2381378173828,5.470695594227789,222.59707641601562,234.46591186523438
2023-01-17 00:00:00-05:00,233.2310201495425,236.11247480825548,232.36853985579916,235.56362915039062,29831300,0.0,0.0,231.83144836425782,,,229.79439986452627,228.74552994128518,1.0488699232410852,0.3372538489800297,0.7116160742610556,,,,,0.004681777732309378,0.0582512265800903,,,,,2023,1,17,1,1,234.46591186523438,222.59707641601562,,231.83144836425782,4.52757902314735,224.2926483154297,235.56362915039062
2023-01-18 00:00:00-05:00,236.75933268112436,237.55319978230224,230.82981063027438,231.11402893066406,30028700,0.0,0.0,233.1957244873047,,,230.03586016512529,229.05272501054918,0.9831351545761038,0.4785689881199581,0.5045661664561456,,,,,-0.018889164833191696,0.030412858675783472,,,,,2023,1,18,2,1,235.56362915039062,224.2926483154297,,233.1957244873047,2.023043808922802,231.07479858398438,235.56362915039062
