date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-01-03 00:00:00-05:00,128.6139854814398,129.22605213593528,122.58211921528644,123.47061157226562,112117500,0.0,0.0
2023-01-04 00:00:00-05:00,125.26733126729889,127.0147007417209,123.48047994051213,124.74411010742188,89113600,0.0,0.0
2023-01-05 00:00:00-05:00,125.50425193872219,126.1360669813903,123.16456444790818,123.42123413085938,80962700,0.0,0.0
2023-01-06 00:00:00-05:00,124.39862621330377,128.62388619447051,123.29294570645555,127.96245574951172,87754700,0.0,0.0
2023-01-09 00:00:00-05:00,128.80155656407595,131.70396238313268,128.22897177101316,128.4856414794922,70790800,0.0,0.0
2023-01-10 00:00:00-05:00,128.59426707667564,129.58147936363704,126.48163338512475,129.05825805664062,63896200,0.0,0.0
2023-01-11 00:00:00-05:00,129.57159828407498,131.80269238208612,128.79170729193848,131.782958984375,69458900,0.0,0.0
2023-01-12 00:00:00-05:00,132.1679704181571,132.54310080025633,129.75917030810112,131.7039794921875,71379600,0.0,0.0
2023-01-13 00:00:00-05:00,130.34162751784612,133.194670216135,129.97636381873417,133.03671264648438,57809700,0.0,0.0
2023-01-17 00:00:00-05:00,133.10580835372033,135.53434166770566,132.4147629011091,134.2016143798828,63646600,0.0,0.0
2023-01-18 00:00:00-05:00,135.0703691429246,136.83747220518643,133.3032510170013,133.48095703125,69672800,0.0,0.0
2023-01-19 00:00:00-05:00,132.36537653345854,134.50762460018578,132.05934324730586,133.5401611328125,58280400,0.0,0.0
2023-01-20 00:00:00-05:00,133.55004278165805,136.25500917828725,132.5036004355903,136.10691833496094,80223600,0.0,0.0
2023-01-23 00:00:00-05:00,136.3537266947968,141.4872415250396,136.136538833656,139.3054962158203,81760300,0.0,0.0
2023-01-24 00:00:00-05:00,138.51573942626007,141.32930018220668,138.50587272731724,140.7073516845703,66435100,0.0,0.0
2023-01-25 00:00:00-05:00,139.0883167228264,140.60861677861874,137.03491367991992,140.04591369628906,65799300,0.0,0.0
2023-01-26 00:00:00-05:00,141.33914314056878,142.40533393014599,140.08537965694651,142.11904907226562,54105100,0.0,0.0
2023-01-27 00:00:00-05:00,141.3293062635936,145.34725220094586,141.2503274776649,144.06387329101562,70555800,0.0,0.0
2023-01-30 00:00:00-05:00,143.10628343226185,143.68873499989203,141.0232651416844,141.1713409423828,64015300,0.0,0.0
2023-01-31 00:00:00-05:00,140.87517571941848,142.49420309949798,140.4605484095562,142.44483947753906,65874500,0.0,0.0
2023-02-01 00:00:00-05:00,142.1288999932449,144.73513883503225,139.5127944552672,143.57022094726562,77663600,0.0,0.0
2023-02-02 00:00:00-05:00,146.99586653400996,149.24670877710787,146.27520596359832,148.89132690429688,118339000,0.0,0.0
2023-02-03 00:00:00-05:00,146.13699831650217,155.36743699431324,145.93955891955838,152.52426147460938,154357300,0.0,0.0
2023-02-06 00:00:00-05:00,150.61895772492184,151.14217893420934,148.85183962560956,149.78968811035156,69858300,0.0,0.0
2023-02-07 00:00:00-05:00,148.7136179890826,153.24491754252153,148.7136179890826,152.67233276367188,83322600,0.0,0.0
2023-02-08 00:00:00-05:00,151.91220679965525,152.60325227526124,149.2368553096487,149.97726440429688,64120100,0.0,0.0
2023-02-09 00:00:00-05:00,151.81346444457745,152.35643407265164,148.49643142830433,148.940673828125,56007100,0.0,0.0
2023-02-10 00:00:00-05:00,147.77401547814478,149.63279778324025,147.5367173791987,149.3065185546875,57450700,0.23,0.0
2023-02-13 00:00:00-05:00,149.24719136406156,152.5198501850578,149.21753098880535,152.11448669433594,62199000,0.0,0.0
2023-02-14 00:00:00-05:00,150.40396789568928,152.03536371466862,149.158187068462,151.47178649902344,61707600,0.0,0.0
2023-02-15 00:00:00-05:00,151.38283098748437,153.74586979762776,151.15542974516777,153.57778930664062,65573800,0.0,0.0
2023-02-16 00:00:00-05:00,151.77830301928833,154.5664988468429,151.6201193880744,151.97605895996094,68167900,0.0,0.0
2023-02-17 00:00:00-05:00,150.63140647639398,151.2740680510971,149.1483273778538,150.8291473388672,59144100,0.0,0.0
2023-02-21 00:00:00-05:00,148.50566773790462,149.59326523615655,146.73586644892643,146.80506896972656,58867200,0.0,0.0
2023-02-22 00:00:00-05:00,147.19065212608928,148.2584708875877,145.4999504020457,147.23020935058594,51011300,0.0,0.0
2023-02-23 00:00:00-05:00,148.39689471971093,148.64407457569817,145.57905341345287,147.7146759033203,48394200,0.0,0.0
2023-02-24 00:00:00-05:00,145.45050490064946,145.5296042594395,144.07618560082526,145.05502319335938,55469600,0.0,0.0
2023-02-27 00:00:00-05:00,146.04375066348234,147.48727255329774,145.7866739614647,146.25137329101562,44998500,0.0,0.0
2023-02-28 00:00:00-05:00,145.39119175781394,147.3982909462784,145.17367228142913,145.74713134765625,50547000,0.0,0.0
2023-03-01 00:00:00-05:00,145.17366452678502,145.56914623363537,143.37418806129784,143.67080688476562,55479000,0.0,0.0
2023-03-02 00:00:00-05:00,142.75129874916755,145.05501655095708,142.27670261816016,144.2640380859375,52238100,0.0,0.0
2023-03-03 00:00:00-05:00,146.3700024688502,149.40537804304904,145.66802019550744,149.32627868652344,70732300,0.0,0.0
2023-03-06 00:00:00-05:00,152.05515407809082,154.53684949594242,151.72888994336137,152.09471130371094,87558000,0.0,0.0
2023-03-07 00:00:00-05:00,151.96617914925054,152.29245838395036,149.4251779626418,149.88987731933594,56182000,0.0,0.0
2023-03-08 00:00:00-05:00,151.08623282941613,151.73879135670416,150.11729188950133,151.1455535888672,47204800,0.0,0.0
2023-03-09 00:00:00-05:00,151.82774843104707,152.79668921738386,148.53531102339875,148.89125061035156,53833600,0.0,0.0
2023-03-10 00:00:00-05:00,148.51554589298388,149.23730682187812,145.94486944980744,146.8248291015625,68572400,0.0,0.0
2023-03-13 00:00:00-04:00,146.14258624824708,151.412461528432,146.03382653001972,148.7725830078125,84457100,0.0,0.0
2023-03-14 00:00:00-04:00,149.57347804705336,151.66955846534526,148.40679633095857,150.8686981201172,73695900,0.0,0.0
2023-03-15 00:00:00-04:00,149.4844625281262,151.5212217243897,148.2287848840252,151.26416015625,77167900,0.0,0.0
2023-03-16 00:00:00-04:00,150.4435569750594,154.69505367945354,149.9294186304983,154.09193420410156,76161100,0.0,0.0
2023-03-17 00:00:00-04:00,154.31932940774055,154.97188784795392,152.53963142836827,153.2515106201172,98944600,0.0,0.0
2023-03-20 00:00:00-04:00,153.32071734921686,156.03969557063917,152.4110822679711,155.62442016601562,73641400,0.0,0.0
2023-03-21 00:00:00-04:00,155.54533387337614,157.60185682514813,154.7741189081368,157.48321533203125,73938300,0.0,0.0
2023-03-22 00:00:00-04:00,157.50302524945468,160.31098511352207,156.0298277082381,156.0496063232422,75701800,0.0,0.0
2023-03-23 00:00:00-04:00,157.03829837049406,159.72761624709545,155.9012620500719,157.1371612548828,67622100,0.0,0.0
2023-03-24 00:00:00-04:00,157.06798695939537,158.53128765648677,156.069385653722,158.4423065185547,59196500,0.0,0.0
2023-03-27 00:00:00-04:00,158.13576925671327,158.9564080964957,156.08911303822106,156.49449157714844,52390300,0.0,0.0
2023-03-28 00:00:00-04:00,156.1879947191645,156.70213299816345,154.22043780927265,155.87159729003906,45992200,0.0,0.0
2023-03-29 00:00:00-04:00,157.57220469744664,159.23326112130354,157.5524411719995,158.9564208984375,51305700,0.0,0.0
